guid/image/axis,value
2a890905-6bd0-462b-a924-99636716b69d/0063/y,-0.59411263
2a890905-6bd0-462b-a924-99636716b69d/0063/z,14.749537
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0000/x,-13.18404
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0000/y,-5.2515554
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0000/z,44.528313
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0002/x,-9.572487
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0002/y,-0.7606833
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0002/z,15.987648
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0004/x,-5.8064275
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0004/y,-0.6684605
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0004/z,45.645466
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0005/x,-5.818658
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0005/y,-0.6540639
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0005/z,43.074677
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0006/x,-5.8369923
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0006/y,-0.6460162
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0006/z,41.372063
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0007/x,-5.837007
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0007/y,-0.6452671
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0007/z,41.36827
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0008/x,-0.5483446
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0008/y,-0.08020112
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0008/z,8.098444
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0009/x,0.705555
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0009/y,-0.16421403
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0009/z,8.198095
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0010/x,-5.121449
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0010/y,-0.18987434
2c6a4fcc-4ec1-45c7-a49a-7a0281829ed2/0010/z,9.965913
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0000/x,-3.1756856
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0000/y,-1.7097944
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0000/z,28.550602
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0001/x,-3.2210512
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0001/y,-1.6126984
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0001/z,27.202003
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0004/x,-3.9653451
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0004/y,-0.3808364
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0004/z,10.225609
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0006/x,-7.094477
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0006/y,-5.1789303
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0006/z,42.0621
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0007/x,8.818401
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0007/y,-1.6791072
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0007/z,48.91088
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0008/x,5.5067635
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0008/y,-0.7928887
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0008/z,9.183375
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0012/x,13.190305
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0012/y,-3.918029
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0012/z,37.582348
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0014/x,-27.208202
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0014/y,-0.789504
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0014/z,38.130936
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0015/x,2.2040455
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0015/y,-0.43326584
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0015/z,31.919985
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0016/x,5.3081064
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0016/y,-0.319206
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0016/z,9.037924
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0017/x,5.3091664
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0017/y,-0.47409356
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0017/z,7.876287
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0018/x,-7.546981
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0018/y,-2.8929982
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0018/z,28.101086
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0019/x,-5.253509
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0019/y,-0.7185852
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0019/z,8.150012
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0020/x,2.5066733
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0020/y,-2.3132613
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0020/z,20.210176
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0023/x,-15.261067
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0023/y,-1.6012323
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0023/z,39.69497
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0026/x,20.648355
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0026/y,-2.0216973
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0026/z,29.131927
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0028/x,-18.408052
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0028/y,-1.2000684
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0028/z,20.152811
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0029/x,4.195451
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0029/y,-2.8247468
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0029/z,36.491512
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0030/x,5.2495804
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0030/y,0.17392524
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0030/z,3.179253
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0034/x,-19.445303
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0034/y,-2.4267433
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0034/z,24.86116
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0036/x,-10.930868
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0036/y,-0.5813418
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0036/z,13.846874
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0037/x,-10.36407
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0037/y,-0.992917
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0037/z,17.953245
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0038/x,-11.717736
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0038/y,-4.504321
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0038/z,43.8804
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0040/x,-11.67834
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0040/y,-1.656748
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0040/z,21.416136
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0041/x,-10.377769
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0041/y,-2.321713
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0041/z,33.09578
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0043/x,23.025578
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0043/y,-4.4562745
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0043/z,42.61513
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0044/x,7.4611006
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0044/y,-0.46625784
2c8c884a-4b04-4ba3-b566-6f9c8aee378b/0044/z,7.7889585
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0003/x,-10.379146
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0003/y,-3.3233862
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0003/z,45.21426
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0004/x,-17.226336
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0004/y,-0.9582434
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0004/z,18.047794
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0005/x,-11.538697
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0005/y,-2.379694
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0005/z,30.0306
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0006/x,-10.887986
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0006/y,-1.5624491
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0006/z,25.151852
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0009/x,-7.8499002
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0009/y,-2.5816386
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0009/z,41.193317
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0010/x,15.534024
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0010/y,-4.255538
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0010/z,34.2825
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0011/x,15.355769
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0011/y,-1.123829
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0011/z,14.53848
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0013/x,-24.190994
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0013/y,-2.164494
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0013/z,40.599903
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0014/x,16.275187
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0014/y,-2.8201234
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0014/z,33.34684
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0015/x,-3.4531245
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0015/y,-0.087761566
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0015/z,2.782414
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0016/x,-3.1488142
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0016/y,-8.670107
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0016/z,45.191063
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0018/x,-15.026301
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0018/y,-1.4143274
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0018/z,33.227726
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0020/x,-9.972177
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0020/y,-2.1715257
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0020/z,21.320122
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0021/x,4.7771664
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0021/y,-2.7924762
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0021/z,40.830956
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0022/x,4.7954555
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0022/y,-1.5100957
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0022/z,16.598131
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0024/x,-1.7281224
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0024/y,-2.95509
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0024/z,32.73805
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0025/x,0.08396333
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0025/y,-2.3145423
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0025/z,23.221418
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0026/x,-0.0075496
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0026/y,-2.3826764
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0026/z,23.822996
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0027/x,-15.8063
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0027/y,-0.96753395
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0027/z,27.662447
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0028/x,-15.985921
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0028/y,-0.23942469
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0028/z,18.327301
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0032/x,3.3604538
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0032/y,-0.88605875
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0032/z,12.10385
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0034/x,-16.926579
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0034/y,-1.4207698
2cd9f36f-5d2f-4f58-919a-d9bc626f2a92/0034/z,33.873943
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0000/x,-10.440769
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0000/y,-1.6645465
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0000/z,22.801744
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0001/x,-11.472031
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0001/y,-0.8515569
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0001/z,15.744978
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0004/x,-1.2260911
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0004/y,-2.5254657
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0004/z,35.864788
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0005/x,-0.40564433
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0005/y,-1.2698263
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0005/z,17.43377
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0006/x,-0.3248706
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0006/y,-1.224389
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0006/z,17.472734
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0007/x,-0.1868348
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0007/y,-1.2911143
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0007/z,18.734999
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0008/x,1.3245606
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0008/y,-1.1117471
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0008/z,16.303835
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0009/x,-0.7834231
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0009/y,-2.6367598
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0009/z,28.877167
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0010/x,-0.8498787
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0010/y,-1.4583195
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0010/z,19.88568
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0011/x,-1.3604137
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0011/y,-1.2939224
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0011/z,18.796793
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0012/x,-0.72750056
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0012/y,-1.1687781
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0012/z,19.18792
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0013/x,-0.96875215
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0013/y,-1.3246006
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0013/z,18.624327
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0014/x,-0.42125657
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0014/y,-1.5140796
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0014/z,18.595385
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0015/x,0.58078957
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0015/y,-1.3148851
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0015/z,18.517479
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0016/x,-0.41342714
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0016/y,-1.1561191
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0016/z,19.011454
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0017/x,0.73786116
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0017/y,-1.2942055
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0017/z,17.878319
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0018/x,-0.32210097
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0018/y,-1.2748637
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0018/z,19.078278
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0019/x,-1.6651921
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0019/y,-1.5766623
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0019/z,25.360586
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0020/x,-3.7906547
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0020/y,-2.1479228
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0020/z,32.899334
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0021/x,-2.4020054
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0021/y,-1.7853074
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0021/z,29.268593
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0022/x,-1.167686
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0022/y,-1.1753852
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0022/z,17.782667
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0023/x,-1.4497615
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0023/y,-1.1487367
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0023/z,17.536407
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0024/x,-0.3112158
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0024/y,-1.017725
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0024/z,17.530397
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0025/x,-0.39557773
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0025/y,-1.2225571
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0025/z,17.76373
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0026/x,-0.22802678
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0026/y,-1.1278105
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0026/z,18.738054
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0027/x,-0.24356319
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0027/y,-1.4716406
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0027/z,16.659075
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0028/x,-0.52182674
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0028/y,-1.2922429
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0028/z,18.181263
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0029/x,-0.2879704
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0029/y,-1.2550837
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0029/z,17.445913
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0030/x,-0.4284757
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0030/y,-1.2503594
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0030/z,17.3865
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0032/x,-0.42414978
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0032/y,-1.2180339
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0032/z,19.717323
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0033/x,-0.48254886
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0033/y,-1.2225027
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0033/z,17.328638
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0034/x,-0.54178715
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0034/y,-1.2353916
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0034/z,17.538898
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0035/x,-0.6783506
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0035/y,-1.270629
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0035/z,17.399275
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0036/x,0.8572986
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0036/y,-1.0940335
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0036/z,17.46663
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0039/x,-4.452115
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0039/y,-0.008297685
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0039/z,4.496892
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0040/x,-15.956828
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0040/y,-2.052111
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0040/z,24.96983
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0042/x,-0.26053256
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0042/y,-4.498897
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0042/z,48.371883
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0043/x,-5.5440135
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0043/y,-0.34648436
2f81cd39-7c65-4eea-b0f2-c097eec5e5ae/0043/z,8.220385
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0001/x,-20.540224
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0001/y,-3.5599608
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0001/z,43.741894
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0007/x,-0.44814473
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0007/y,-2.5369096
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0007/z,31.745209
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0008/x,0.64042664
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0008/y,-1.6691285
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0008/z,17.172619
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0009/x,0.6626813
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0009/y,-1.0219147
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0009/z,12.19568
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0010/x,-1.2137076
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0010/y,-0.8769332
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0010/z,11.106899
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0011/x,0.47833112
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0011/y,-1.118035
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0011/z,18.67433
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0012/x,1.6445432
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0012/y,-1.7705952
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0012/z,19.559656
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0013/x,2.3788881
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0013/y,-1.9855907
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0013/z,25.714502
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0014/x,1.9851357
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0014/y,-1.5918883
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0014/z,14.91117
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0015/x,1.8359902
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0015/y,-1.2799172
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0015/z,20.1634
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0016/x,0.7123652
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0016/y,-1.8366446
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0016/z,27.681318
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0017/x,-1.655848
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0017/y,-2.6973035
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0017/z,28.913969
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0018/x,-6.1892753
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0018/y,-2.465042
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0018/z,31.777346
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0019/x,-4.417134
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0019/y,-2.7552187
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0019/z,34.56523
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0020/x,-1.119003
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0020/y,-1.2022209
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0020/z,17.804588
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0021/x,-0.0105208475
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0021/y,-0.6887853
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0021/z,8.941339
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0022/x,0.2265341
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0022/y,-0.8052774
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0022/z,12.050328
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0023/x,0.55934453
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0023/y,-0.8038741
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0023/z,12.695038
3220d340-72b6-4c98-bf81-a34d9afe8dc5/0024/x,0.3031481
